operator,charging_facility_type,number_of_charging_points,power_connection_capacity,city,postal_code,commissioning_date,year,month,state
Energieerzeugung,Normalladeeinrichtung,1,22.0,Oberseifersdorf,2763,2022-12-28,2022,12,Sachsen
Autohaus Olaf Havlat,Normalladeeinrichtung,2,39.6,Großschönau,2779,2021-03-08,2021,3,Sachsen
EDEKA Lubach,Normalladeeinrichtung,2,44.0,Olbersdorf,2785,2023-02-16,2023,2,Sachsen
SeeCamping Zittauaer Gebirge oHG,Normalladeeinrichtung,2,22.0,Olbersdorf,2785,2022-12-23,2022,12,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Großschönau,2799,2019-08-16,2019,8,Sachsen
Stadtwerke Görlitz AG,Schnellladeeinrichtung,2,70.0,Görlitz,2826,2020-12-18,2020,12,Sachsen
Stadtwerke Görlitz AG,Schnellladeeinrichtung,2,70.0,Görlitz,2826,2022-01-05,2022,1,Sachsen
Stadtwerke Görlitz AG,Schnellladeeinrichtung,2,70.0,Görlitz,2826,2022-03-17,2022,3,Sachsen
Privatperson,Normalladeeinrichtung,1,11.0,Vierkirchen,2894,2018-08-11,2018,8,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,44.0,Schönau-Berzdorf a. d. Eigen,2899,2020-10-21,2020,10,Sachsen
Lidl,Normalladeeinrichtung,2,44.0,Weißwasser,2943,2020-01-16,2020,1,Sachsen
Stadtwerke Weißwasser GmbH,Normalladeeinrichtung,2,44.0,Boxberg/O.L.,2943,2020-05-13,2020,5,Sachsen
Stadtwerke Weißwasser GmbH,Normalladeeinrichtung,2,44.0,Weißwasser,2943,2021-08-24,2021,8,Sachsen
Horn & Seifert GmbH,Normalladeeinrichtung,2,39.6,Weißwasser/Oberlausitz,2943,2022-02-15,2022,2,Sachsen
Stadtwerke Weißwasser GmbH,Normalladeeinrichtung,2,44.0,Gablenz-Kromlau,2953,2023-01-11,2023,1,Sachsen
Automobilzentrum Leipzig GmbH,Normalladeeinrichtung,2,44.0,Markkleeberg,4416,2022-01-01,2022,1,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Markkleeberg,4416,2019-12-13,2019,12,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Markkleeberg,4416,2018-01-30,2018,1,Sachsen
Stadtwerke Leipzig GmbH,Normalladeeinrichtung,2,30.0,Markkleeberg,4416,2022-09-26,2022,9,Sachsen
Stadtwerke Leipzig GmbH,Normalladeeinrichtung,1,30.0,Markkleeberg,4417,2019-08-12,2019,8,
Autohaus Quesitz GmbH,Normalladeeinrichtung,2,39.6,Markranstädt,4420,2022-02-04,2022,2,Sachsen
Hosenfeld Solaranlage e.U.,Normalladeeinrichtung,1,11.0,Borsdorf,4451,2022-07-18,2022,7,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,72.0,Borsdorf,4451,2019-09-12,2019,9,Sachsen
Städtische Werke Borna GmbH,Normalladeeinrichtung,2,11.0,Borna,4552,2018-10-01,2018,10,Sachsen
Städtische Werke Borna GmbH,Normalladeeinrichtung,2,22.0,Borna,4552,2018-10-01,2018,10,Sachsen
Stadtwerke Leipzig GmbH,Normalladeeinrichtung,2,30.0,Geithain,4643,2021-04-27,2021,4,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Bad Lausick,4651,2019-12-10,2019,12,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Grimma,4668,2022-07-06,2022,7,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Grimma,4668,2022-07-06,2022,7,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,72.0,Grimma,4668,2018-05-30,2018,5,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,93.0,Grimma,4668,2018-11-12,2018,11,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Naunhof,4683,2019-12-09,2019,12,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Wurzen,4808,2022-12-21,2022,12,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Wurzen,4808,2022-12-21,2022,12,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Lossatal,4808,2019-08-07,2019,8,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Thallwitz,4808,2019-08-07,2019,8,Sachsen
Autohaus im Geiseltal,Normalladeeinrichtung,2,39.6,Wurzen,4808,2021-07-02,2021,7,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Machern,4827,2019-12-19,2019,12,Sachsen
Stadtwerke Leipzig GmbH,Normalladeeinrichtung,2,30.0,Bennewitz,4828,2023-01-11,2023,1,Sachsen
Stadtwerke Elbtal GmbH,Normalladeeinrichtung,4,44.0,Radebeul,1445,2018-10-22,2018,10,Sachsen
Stadtwerke Elbtal GmbH,Normalladeeinrichtung,4,33.0,Radebeul,1445,2019-10-21,2019,10,Sachsen
Autohaus Elitzsch GmbH,Normalladeeinrichtung,2,39.6,Radeburg,1471,2021-01-19,2021,1,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Priestewitz,1561,2022-01-26,2022,1,Sachsen
Stadtwerke Riesa GmbH,Normalladeeinrichtung,2,44.0,Riesa,1587,2022-06-08,2022,6,Sachsen
Stadtwerke Riesa GmbH,Normalladeeinrichtung,2,44.0,Riesa,1589,2019-10-01,2019,10,Sachsen
Stadtwerke Riesa GmbH,Schnellladeeinrichtung,2,150.0,Riesa,1589,2021-11-09,2021,11,Sachsen
SachsenEnergie AG,Schnellladeeinrichtung,2,75.0,Gröditz,1609,2021-07-13,2021,7,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,44.0,Nünchritz,1612,2021-07-01,2021,7,Sachsen
Kaufland,Schnellladeeinrichtung,3,77.0,Coswig,1640,2022-12-20,2022,12,Sachsen
EWE Go GmbH,Schnellladeeinrichtung,2,160.0,Meißen,1662,2022-04-14,2022,4,Sachsen
Autohaus Bruno Widmann GmbH,Normalladeeinrichtung,2,44.0,Meissen,1662,2020-04-10,2020,4,Sachsen
REEG Regenerative Energien GmbH,Normalladeeinrichtung,1,11.0,Käbschütztal,1665,2022-09-22,2022,9,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Klipphausen,1665,2022-06-15,2022,6,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Nossen,1683,2020-02-28,2020,2,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Niederau,1689,2021-09-10,2021,9,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Döbeln,4720,2021-07-06,2021,7,Sachsen
Stadtwerke Döbeln GmbH,Normalladeeinrichtung,2,44.0,Döbeln,4720,2018-08-29,2018,8,Sachsen
EA EnergieArchitektur Dresden GmbH,Normalladeeinrichtung,2,44.0,Großweitzschen,4720,2020-05-19,2020,5,Sachsen
"Pension Unikum, Inh. Anja Hoffschmidt",Normalladeeinrichtung,1,22.0,Waldheim,4736,2022-12-21,2022,12,Sachsen
Kaufland,Schnellladeeinrichtung,3,75.0,Burgstädt,9217,2023-01-31,2023,1,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Augustusburg,9573,2020-11-20,2020,11,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Niederwiesa-Lichtenwalde,9577,2020-01-16,2020,1,Sachsen
Shell Deutschland GmbH,Schnellladeeinrichtung,2,260.0,Großschirma,9603,2021-12-22,2021,12,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Brand-Erbisdorf,9618,2022-08-11,2022,8,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Brand-Erbisdorf,9618,2022-08-11,2022,8,Sachsen
Saydaer Energiewerke GmbH,Normalladeeinrichtung,4,88.0,Sayda,9619,2022-03-25,2022,3,Sachsen
e-con AG,Normalladeeinrichtung,2,33.0,Frauenstein,9623,2022-06-28,2022,6,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Mittweida,9648,2019-11-08,2019,11,Sachsen
Kaufland,Schnellladeeinrichtung,2,93.0,Mittweida,9648,2018-09-13,2018,9,Sachsen
Lidl,Normalladeeinrichtung,2,44.0,Hainichen,9661,2020-02-11,2020,2,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Frankenberg,9669,2019-11-28,2019,11,Sachsen
Autohaus Schwenzer GmbH,Normalladeeinrichtung,2,39.6,Frankenberg/Sa.,9669,2021-08-05,2021,8,Sachsen
Fotobox Leipzig,Normalladeeinrichtung,2,11.0,Taucha,4425,2021-11-01,2021,11,Sachsen
Citywatt GmbH,Schnellladeeinrichtung,2,300.0,Taucha,4425,2022-11-11,2022,11,Sachsen
Aral Pulse,Normalladeeinrichtung,2,22.0,Taucha,4425,2022-04-07,2022,4,Sachsen
Projektil Media Solutions,Normalladeeinrichtung,1,11.0,Schkeuditz,4435,2021-11-25,2021,11,Sachsen
Allego GmbH,Schnellladeeinrichtung,2,300.0,Schkeuditz,4435,2022-05-13,2022,5,Sachsen
Stadtwerke Leipzig GmbH,Normalladeeinrichtung,2,30.0,Schkeuditz,4435,2023-02-08,2023,2,Sachsen
Aral Pulse,Schnellladeeinrichtung,2,300.0,Schkeuditz,4435,2019-11-30,2019,11,Sachsen
Stadtwerke Schkeuditz,Normalladeeinrichtung,2,22.0,Schkeuditz,4435,2021-05-03,2021,5,Sachsen
Stadtwerke Schkeuditz,Normalladeeinrichtung,2,22.0,Schkeuditz,4435,2021-05-03,2021,5,Sachsen
Land-gut-Hotel Schenkenberger Hof,Normalladeeinrichtung,2,22.0,Delitzsch,4509,2022-07-15,2022,7,Sachsen
Willibald Müller GmbH,Normalladeeinrichtung,2,39.6,Delitzsch,4509,2021-09-30,2021,9,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Mügeln,4769,2022-06-08,2022,6,Sachsen
Waschbär Schkeuditz Drischmann & Richardt oHG,Normalladeeinrichtung,1,22.0,Eilenburg,4838,2021-04-13,2021,4,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Bad Düben,4849,2019-12-18,2019,12,Sachsen
Autohaus Kühne GmbH,Normalladeeinrichtung,2,39.6,Bad Düben,4849,2021-03-29,2021,3,Sachsen
Lidl,Normalladeeinrichtung,2,44.0,Torgau,4860,2020-08-31,2020,8,Sachsen
Comfort Charge,Schnellladeeinrichtung,3,150.0,Torgau,4860,2019-06-24,2019,6,Sachsen
AIS Dresden GmbH,Normalladeeinrichtung,2,44.0,Freital,1705,2022-01-01,2022,1,Sachsen
Autohaus Jan Wirthgen GmbH & Co. KG,Normalladeeinrichtung,2,39.6,Freital,1705,2021-01-19,2021,1,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,40.0,Wilsdruff,1723,2019-08-29,2019,8,Sachsen
Autohaus Wilsdruff Wolfgang Rost oHG,Normalladeeinrichtung,2,39.6,Wilsdruff,1723,2021-03-15,2021,3,Sachsen
Autohaus Godzik OHG,Normalladeeinrichtung,1,13.2,Bannewitz,1728,2021-03-18,2021,3,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,44.0,Tharandt,1737,2018-10-22,2018,10,Sachsen
Autohaus Liliensiek GmbH,Normalladeeinrichtung,1,13.2,Dippoldiswalde,1744,2021-09-27,2021,9,Sachsen
Ahorn Hotels,Normalladeeinrichtung,2,22.0,Altenberg,1773,2019-10-10,2019,10,Sachsen
Stadtwerke Pirna Energie GmbH,Schnellladeeinrichtung,2,24.0,Pirna,1796,2022-12-12,2022,12,Sachsen
Auto Zimmermann GmbH,Normalladeeinrichtung,2,22.0,Pirna,1796,2022-12-01,2022,12,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Pirna,1796,2021-08-18,2021,8,Sachsen
SachsenEnergie AG,Schnellladeeinrichtung,2,75.0,Pirna,1796,2020-09-03,2020,9,Sachsen
Designhotel Laurichhof,Normalladeeinrichtung,2,22.0,Pirna,1796,2020-10-01,2020,10,Sachsen
Comfort Charge,Schnellladeeinrichtung,3,150.0,Heidenau,1809,2020-01-29,2020,1,Sachsen
Lidl,Normalladeeinrichtung,2,44.0,Bad Schandau,1814,2020-04-08,2020,4,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,30.0,Bad Gottleuba-Berggießhübel,1816,2022-05-20,2022,5,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,44.0,Kurort Rathen,1824,2018-10-22,2018,10,Sachsen
Autohaus Elitzsch GmbH,Normalladeeinrichtung,2,39.6,Neustadt in Sachsen,1844,2021-03-15,2021,3,Sachsen
SachsenEnergie AG,Normalladeeinrichtung,2,33.0,Sebnitz,1855,2019-05-27,2019,5,Sachsen
TEAG Mobil GmbH,Normalladeeinrichtung,2,30.0,Pausa-Mühltroff,7952,2020-09-21,2020,9,Thüringen
Autohaus Strauß GmbH,Normalladeeinrichtung,2,44.0,Auerbach,8209,2019-10-22,2019,10,Sachsen
Autohaus Meinhold GmbH,Normalladeeinrichtung,2,22.0,Auerbach,8209,2021-06-18,2021,6,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Falkenstein,8223,2019-12-11,2019,12,Sachsen
Elektro - Enders,Normalladeeinrichtung,1,22.0,Rodewisch,8228,2021-01-01,2021,1,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Rodewisch,8228,2021-04-16,2021,4,Sachsen
GK SOFTWARE SE,Normalladeeinrichtung,2,44.0,Schöneck,8261,2023-01-11,2023,1,Sachsen
Stadtwerke Reichenbach Vogtland GmbH,Normalladeeinrichtung,2,44.0,Reichenbach im Vogtland,8468,2021-11-02,2021,11,Sachsen
Stadtwerke Reichenbach Vogtland GmbH,Normalladeeinrichtung,2,44.0,Reichenbach im Vogtland,8468,2022-01-05,2022,1,Sachsen
Stadtwerke Reichenbach Vogtland GmbH,Schnellladeeinrichtung,2,150.0,Reichenbach im Vogtland,8468,2022-03-08,2022,3,Sachsen
Comfort Charge,Schnellladeeinrichtung,3,150.0,Reichenbach,8468,2020-02-26,2020,2,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Mylau,8499,2022-08-18,2022,8,Sachsen
Citywatt GmbH,Normalladeeinrichtung,2,22.0,Plauen,8523,2023-01-24,2023,1,Sachsen
Stadtwerke - Strom Plauen GmbH & Co. KG,Normalladeeinrichtung,1,22.0,Plauen,8523,2019-03-05,2019,3,Sachsen
ACC AutoCentrum Carl GmbH,Normalladeeinrichtung,2,39.6,Plauen,8527,2021-03-26,2021,3,Sachsen
Stadtwerke - Strom Plauen GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Plauen,8541,2021-10-22,2021,10,Sachsen
Stadtwerke OELSNITZ/V. GmbH,Normalladeeinrichtung,2,44.0,Oelsnitz/V.,8606,2022-01-01,2022,1,Sachsen
Audi Zentrum Zwickau GmbH,Normalladeeinrichtung,2,22.0,Zwickau,8056,2022-11-07,2022,11,Sachsen
Zwickauer Energieversorgung GmbH,Schnellladeeinrichtung,2,84.0,Zwickau,8056,2018-10-01,2018,10,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8056,2021-07-28,2021,7,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8056,2022-12-21,2022,12,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8056,2022-12-21,2022,12,Sachsen
Citywatt GmbH,Normalladeeinrichtung,2,44.0,Zwickau,8056,2022-10-28,2022,10,Sachsen
EWE Go GmbH,Schnellladeeinrichtung,2,160.0,Zwickau,8056,2021-12-22,2021,12,Sachsen
CM Immobilien,Normalladeeinrichtung,2,11.0,Zwickau,8056,2022-07-01,2022,7,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Zwickau,8058,2021-07-22,2021,7,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau OT Crossen,8058,2021-09-20,2021,9,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8058,2022-05-20,2022,5,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,26.4,Zwickau,8058,2019-11-04,2019,11,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,26.4,Zwickau,8058,2019-11-04,2019,11,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,26.4,Zwickau,8058,2019-11-08,2019,11,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-04-09,2020,4,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-04-21,2020,4,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-04-21,2020,4,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,26.4,Zwickau,8058,2019-11-04,2019,11,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,26.4,Zwickau,8058,2019-11-04,2019,11,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-06-30,2020,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2020-08-04,2020,8,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-01-29,2021,1,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-05-19,2021,5,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-05-19,2021,5,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-05-19,2021,5,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-06-01,2021,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.8,Zwickau,8058,2021-06-01,2021,6,Sachsen
"Volkswagen Sachsen GmbH, Werk Zwickau",Normalladeeinrichtung,2,52.99,Zwickau,8058,2022-12-05,2022,12,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8060,2021-11-29,2021,11,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8060,2022-09-28,2022,9,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8062,2021-09-06,2021,9,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8062,2021-10-06,2021,10,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8062,2022-02-07,2022,2,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8064,2021-09-06,2021,9,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8066,2022-01-13,2022,1,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Zwickau,8066,2022-01-13,2022,1,Sachsen
Shell Deutschland GmbH,Schnellladeeinrichtung,2,120.0,Kirchberg,8107,2022-10-05,2022,10,Sachsen
Autohaus Schüler & Co GmbH,Normalladeeinrichtung,2,39.6,Wilkau-Haßlau,8112,2021-04-14,2021,4,Sachsen
EWE Go GmbH,Schnellladeeinrichtung,2,320.0,Wildenfels,8134,2022-06-23,2022,6,Sachsen
Autohaus Rudi Seidel Inhaber Matthias Seidel e.K.,Normalladeeinrichtung,2,33.0,Wildenfels,8134,2021-03-01,2021,3,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Glauchau,8371,2022-07-20,2022,7,Sachsen
Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,Normalladeeinrichtung,2,44.0,Glauchau,8371,2020-03-06,2020,3,Sachsen
Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,Schnellladeeinrichtung,3,175.0,Glauchau,8371,2021-11-11,2021,11,Sachsen
Privatperson,Normalladeeinrichtung,1,22.0,Glauchau,8371,2021-03-15,2021,3,Sachsen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,3,300.0,Meerane,8393,2022-03-25,2022,3,Sachsen
EWE Go GmbH,Schnellladeeinrichtung,3,160.0,Meerane,8393,2020-06-05,2020,6,Sachsen
envia Mitteldeutsche Energie AG,Normalladeeinrichtung,2,44.0,Waldenburg,8396,2019-12-18,2019,12,Sachsen
Comfort Charge,Schnellladeeinrichtung,3,150.0,Werdau,8412,2019-06-19,2019,6,Sachsen
Privatperson,Normalladeeinrichtung,1,11.0,Limbach-Oberfrohna,9212,2022-01-01,2022,1,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,72.0,Limbach-Oberfrohna,9212,2018-10-15,2018,10,Sachsen
eins energie in sachsen GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Limbach-Oberfrohna,9212,2022-03-11,2022,3,Sachsen
Comfort Charge,Schnellladeeinrichtung,3,150.0,Limbach-Oberfrohna,9212,2019-06-19,2019,6,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,93.0,Oberlungwitz,9353,2019-05-02,2019,5,Sachsen
envia Mitteldeutsche Energie AG,Schnellladeeinrichtung,2,93.0,Oberlungwitz,9353,2019-05-02,2019,5,Sachsen
Autohaus Zwingenberger,Normalladeeinrichtung,2,44.0,Gersdorf,9355,2019-07-23,2019,7,Sachsen
Autohaus Heise GmbH,Normalladeeinrichtung,2,39.6,Dessau-Roßlau,6842,2022-01-17,2022,1,Sachsen-Anhalt
EnBW mobility+ AG und Co.KG,Normalladeeinrichtung,2,22.0,Dessau-Roßlau,6844,2018-12-18,2018,12,Sachsen-Anhalt
DVV Stadtwerke Dessau,Normalladeeinrichtung,2,44.0,Dessau,6844,2021-01-01,2021,1,Sachsen-Anhalt
DVV Stadtwerke Dessau,Normalladeeinrichtung,4,70.0,Dessau-Roßlau,6844,2019-01-01,2019,1,Sachsen-Anhalt
DVV Stadtwerke Dessau,Normalladeeinrichtung,4,88.0,Dessau-Roßlau,6844,2019-01-01,2019,1,Sachsen-Anhalt
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Bad Honnef/Linz,53604,2018-10-15,2018,10,Nordrhein-Westfalen
Bad Honnef AG,Normalladeeinrichtung,2,44.0,Bad Honnef,53604,2022-04-04,2022,4,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Königswinter-Oberpleis,53639,2020-10-15,2020,10,Nordrhein-Westfalen
Comfort Charge,Normalladeeinrichtung,2,22.0,Königswinter,53639,2021-07-13,2021,7,Nordrhein-Westfalen
Autohaus Korth GmbH,Normalladeeinrichtung,2,39.6,Königswinter,53639,2021-11-17,2021,11,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Königswinter,53639,2020-03-16,2020,3,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Königswinter,53639,2020-03-18,2020,3,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Königswinter,53639,2020-03-17,2020,3,Nordrhein-Westfalen
Westenergie Metering GmbH,Normalladeeinrichtung,2,44.0,Königswinter,53639,2020-03-18,2020,3,Nordrhein-Westfalen
Privatperson,Normalladeeinrichtung,1,11.0,Siegburg,53721,2022-09-01,2022,9,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Siegburg,53721,2021-05-05,2021,5,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Siegburg,53721,2018-11-15,2018,11,Nordrhein-Westfalen
E.ON Drive GmbH,Schnellladeeinrichtung,1,300.0,Siegburg,53721,2020-11-28,2020,11,Nordrhein-Westfalen
TankE GmbH,Normalladeeinrichtung,2,44.0,Sankt Augustin,53757,2021-07-27,2021,7,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Sankt Augustin,53757,2021-10-12,2021,10,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Sankt Augustin,53757,2019-12-19,2019,12,Nordrhein-Westfalen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Hennef,53773,2020-11-12,2020,11,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Hennef,53773,2018-11-08,2018,11,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Hennef,53773,2018-11-08,2018,11,Nordrhein-Westfalen
rhenag Rheinische Energie Aktiengesellschaft,Normalladeeinrichtung,2,44.0,Eitorf,53783,2020-03-26,2020,3,Nordrhein-Westfalen
infoZoom GbR,Normalladeeinrichtung,2,11.0,Neunkirchen-Seelscheid,53819,2022-08-22,2022,8,Nordrhein-Westfalen
Stadtwerke Troisdorf GmbH,Schnellladeeinrichtung,2,93.0,Troisdorf,53840,2018-12-01,2018,12,Nordrhein-Westfalen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Troisdorf,53840,2022-12-29,2022,12,Nordrhein-Westfalen
"Böhm Elektrobau, Inh. Martin Böhm",Normalladeeinrichtung,2,44.0,Troisdorf,53840,2019-06-17,2019,6,Nordrhein-Westfalen
Kaufland,Schnellladeeinrichtung,2,93.0,Troisdorf,53840,2018-02-05,2018,2,Nordrhein-Westfalen
Stadtwerke Troisdorf GmbH,Normalladeeinrichtung,2,44.0,Troisdorf,53842,2021-12-22,2021,12,Nordrhein-Westfalen
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,1,22.0,Troisdorf,53844,2022-04-04,2022,4,Nordrhein-Westfalen
Tesla Germany GmbH,Schnellladeeinrichtung,1,250.0,Troisdorf,53844,2022-09-08,2022,9,Nordrhein-Westfalen
